100,1045
100,1023
100,1120
100,1024
100,928
100,1150
100,978
100,1076
100,1052
100,1034
100,1023
100,1127
100,1048
100,964
100,1066
100,1090
100,1059
100,1147
100,1113
100,1150
100,1099
100,1073
100,1096
100,1116
100,994
100,1061
100,1085
100,1078
100,1033
100,975
100,987
100,969
100,1023
100,1070
100,1124
100,1008
100,1099
100,1060
100,1136
100,1158
100,1119
100,928
100,1080
100,1059
100,1078
100,1076
100,1106
100,1029
100,1086
100,1190
100,1109
100,1068
100,1028
100,1099
100,1065
100,1111
100,1161
100,1129
100,1017
100,1066
100,1056
100,1059
100,1094
100,1096
100,1031
100,1145
100,1130
100,1069
100,1132
100,1122
100,1160
100,992
100,1120
100,1097
100,1060
100,1125
100,1089
100,1079
100,1081
100,1139
100,1119
100,1057
100,1122
100,1021
100,1025
100,1045
100,1124
100,1174
100,1119
100,1074
100,977
100,1115
100,946
100,1133
100,980
100,1032
100,1099
100,1153
100,1029
100,1129
