98,10000
98,10000
98,10000
98,10000
98,10000
100,4636
98,10000
98,10000
100,8137
98,10000
100,2426
98,10000
98,10000
98,10000
98,10000
100,5152
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
100,3376
98,10000
100,7933
98,10000
98,10000
98,10000
98,10000
100,5950
98,10000
100,2157
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
100,4615
100,9284
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
100,2020
98,10000
98,10000
98,10000
100,1484
98,10000
98,10000
98,10000
100,7893
98,10000
98,10000
98,10000
98,10000
100,5978
98,10000
100,9462
98,10000
98,10000
100,4340
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
100,3011
98,10000
98,10000
100,744
98,10000
98,10000
98,10000
98,10000
98,10000
98,10000
